recommendation_id,member_id,product_id,recommendation_date,recommendation_score,recommendation_reason,member_health_score,credit_utilization_at_time,payment_reliability_at_time,recommendation_status,expires_at
837,442,45,2025-06-01,99,"Recommended based on good credit score, high income",100,0.3933,91.67,pending,2025-10-09
838,442,5,2025-06-23,100,"Recommended based on good credit score, high income",100,0.3933,91.67,expired,2025-08-01
839,443,36,2025-05-20,100,"Recommended based on excellent credit score, high income",100,0.189,83.33,declined,2025-10-11
840,443,44,2025-05-30,100,"Recommended based on excellent credit score, high income",100,0.189,83.33,accepted,2025-08-17
841,444,3,2025-06-26,100,Recommended based on low credit utilization,100,0,85.0,declined,2025-09-24
842,445,8,2025-06-03,100,"Recommended based on good credit score, stable income",100,0.3,100.0,accepted,2025-07-16
843,445,45,2025-05-24,97,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-08-25
844,446,3,2025-05-20,100,Standard recommendation,100,0.3,60.0,declined,2025-08-16
845,447,25,2025-05-23,100,"Recommended based on good credit score, high income",100,0.2034,72.73,pending,2025-10-08
846,447,7,2025-06-18,100,"Recommended based on good credit score, high income",100,0.2034,72.73,pending,2025-08-24
847,448,37,2025-05-27,100,Recommended based on low credit utilization,100,0.1,80.0,pending,2025-08-01
848,449,13,2025-06-30,85,Recommended based on low credit utilization,100,0.1,50.0,accepted,2025-07-21
849,450,37,2025-06-10,100,"Recommended based on excellent credit score, high income",100,0.2504,85.71,declined,2025-10-05
850,451,13,2025-06-04,100,Recommended based on excellent payment history,100,0.3,100.0,declined,2025-10-12
851,452,16,2025-07-14,92,"Recommended based on excellent credit score, high income",100,0.1,100.0,declined,2025-09-17
852,452,33,2025-06-07,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-09-19
853,453,20,2025-06-28,100,"Recommended based on excellent credit score, stable income",100,0.0351,92.31,pending,2025-10-11
854,453,44,2025-06-08,100,"Recommended based on excellent credit score, stable income",100,0.0351,92.31,pending,2025-08-30
855,453,21,2025-07-07,100,"Recommended based on excellent credit score, stable income",100,0.0351,92.31,accepted,2025-07-28
856,453,30,2025-06-22,100,"Recommended based on excellent credit score, stable income",100,0.0351,92.31,declined,2025-07-18
857,454,44,2025-06-22,87,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-07-26
858,454,20,2025-05-24,100,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-09-24
859,454,3,2025-07-15,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-08-24
860,455,3,2025-06-04,100,Standard recommendation,100,0.5,71.43,declined,2025-07-19
861,455,13,2025-06-24,91,Standard recommendation,100,0.5,71.43,pending,2025-10-11
862,455,21,2025-06-19,92,Standard recommendation,100,0.5,71.43,accepted,2025-08-10
863,456,20,2025-06-28,100,"Recommended based on excellent credit score, high income",100,0.0,100.0,accepted,2025-08-02
864,457,5,2025-06-22,100,"Recommended based on excellent credit score, high income",100,0.4056,86.67,accepted,2025-09-03
865,458,25,2025-06-04,96,"Recommended based on good credit score, low credit utilization",100,0.0305,80.0,pending,2025-07-22
866,458,10,2025-07-02,96,"Recommended based on good credit score, low credit utilization",100,0.0305,80.0,declined,2025-09-06
867,459,25,2025-07-07,100,"Recommended based on excellent credit score, high income",100,0.1511,100.0,declined,2025-09-29
868,459,1,2025-06-24,89,"Recommended based on excellent credit score, high income",100,0.1511,100.0,accepted,2025-08-27
869,459,10,2025-05-22,100,"Recommended based on excellent credit score, high income",100,0.1511,100.0,declined,2025-07-31
870,460,28,2025-07-03,86,"Recommended based on good credit score, stable income",100,0.0475,88.89,expired,2025-09-14
871,460,15,2025-06-10,100,"Recommended based on good credit score, stable income",100,0.0475,88.89,pending,2025-08-23
872,461,14,2025-06-13,100,"Recommended based on good credit score, high income",100,0.3,72.22,pending,2025-10-02
873,462,46,2025-07-08,100,"Recommended based on excellent credit score, stable income",100,0.1,100.0,pending,2025-10-07
874,463,49,2025-05-27,100,"Recommended based on excellent credit score, high income",100,0.39,86.36,pending,2025-08-18
875,463,5,2025-06-29,100,"Recommended based on excellent credit score, high income",100,0.39,86.36,pending,2025-09-25
876,463,18,2025-06-08,100,"Recommended based on excellent credit score, high income",100,0.39,86.36,pending,2025-09-30
877,464,38,2025-06-22,88,"Recommended based on good credit score, stable income",100,0.2045,75.0,pending,2025-08-25
878,465,3,2025-06-20,100,Standard recommendation,100,0.8,75.0,accepted,2025-07-16
879,465,21,2025-05-28,92,Standard recommendation,100,0.8,75.0,declined,2025-09-28
880,466,10,2025-06-05,100,"Recommended based on excellent credit score, high income",100,0.3,90.0,declined,2025-07-19
881,467,3,2025-05-29,93,Standard recommendation,100,0.3,28.57,accepted,2025-10-11
882,468,18,2025-07-05,99,"Recommended based on good credit score, high income",100,0.5462,94.44,pending,2025-10-01
883,468,34,2025-06-15,100,"Recommended based on good credit score, high income",100,0.5462,94.44,pending,2025-10-05
884,469,38,2025-07-04,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,declined,2025-10-05
885,469,47,2025-05-24,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-08-09
886,470,29,2025-07-07,100,"Recommended based on excellent credit score, high income",100,0.6417,100.0,pending,2025-07-20
887,471,21,2025-06-12,100,"Recommended based on good credit score, high income",100,0.3,81.82,declined,2025-09-14
888,471,36,2025-06-22,100,"Recommended based on good credit score, high income",100,0.3,81.82,expired,2025-09-12
889,472,34,2025-05-21,86,"Recommended based on stable income, excellent payment history",100,0.6539,93.33,accepted,2025-07-30
890,473,5,2025-06-26,100,"Recommended based on good credit score, high income",100,0.447,90.91,pending,2025-09-08
891,474,13,2025-06-10,90,"Recommended based on stable income, low credit utilization",100,0.1,60.0,declined,2025-10-10
892,474,21,2025-05-17,88,"Recommended based on stable income, low credit utilization",100,0.1,60.0,accepted,2025-09-30
893,474,28,2025-05-20,82,"Recommended based on stable income, low credit utilization",100,0.1,60.0,expired,2025-10-04
894,475,46,2025-06-05,100,"Recommended based on good credit score, low credit utilization",100,0.0,100.0,accepted,2025-08-31
895,476,29,2025-07-06,91,"Recommended based on stable income, excellent payment history",100,0.8,100.0,accepted,2025-09-16
896,476,18,2025-05-31,93,"Recommended based on stable income, excellent payment history",100,0.8,100.0,declined,2025-09-11
897,476,34,2025-07-09,94,"Recommended based on stable income, excellent payment history",100,0.8,100.0,declined,2025-09-09
898,477,27,2025-05-20,89,Recommended based on stable income,100,0.95,62.5,pending,2025-10-08
899,478,3,2025-05-29,100,Recommended based on stable income,100,0.5,57.14,pending,2025-07-16
900,479,43,2025-06-09,100,"Recommended based on good credit score, high income",100,0.3,81.25,declined,2025-10-01
901,479,3,2025-07-04,100,"Recommended based on good credit score, high income",100,0.3,81.25,accepted,2025-10-04
902,480,45,2025-06-13,100,"Recommended based on excellent credit score, high income",100,0.2374,95.24,expired,2025-10-08
903,480,17,2025-06-15,100,"Recommended based on excellent credit score, high income",100,0.2374,95.24,declined,2025-10-07
904,480,46,2025-06-28,100,"Recommended based on excellent credit score, high income",100,0.2374,95.24,accepted,2025-10-04
905,481,45,2025-06-11,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-09-19
906,481,41,2025-06-20,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,accepted,2025-10-03
907,482,16,2025-06-12,100,"Recommended based on excellent credit score, high income",100,0.2272,94.12,pending,2025-08-31
908,482,43,2025-07-11,100,"Recommended based on excellent credit score, high income",100,0.2272,94.12,pending,2025-08-28
909,482,18,2025-07-10,100,"Recommended based on excellent credit score, high income",100,0.2272,94.12,pending,2025-08-22
910,482,22,2025-06-07,97,"Recommended based on excellent credit score, high income",100,0.2272,94.12,accepted,2025-09-30
911,483,42,2025-07-11,100,"Recommended based on excellent credit score, high income",100,0.1,85.71,accepted,2025-08-01
912,484,33,2025-05-31,100,"Recommended based on excellent credit score, high income",100,0.2544,90.0,pending,2025-08-27
913,484,20,2025-06-13,100,"Recommended based on excellent credit score, high income",100,0.2544,90.0,accepted,2025-09-11
914,485,3,2025-07-07,100,"Recommended based on high income, excellent payment history",100,0.6758,92.86,declined,2025-09-26
915,485,19,2025-07-12,70,"Recommended based on high income, excellent payment history",100,0.6758,92.86,pending,2025-10-08
916,486,5,2025-05-18,100,Recommended based on low credit utilization,100,0.2067,72.73,declined,2025-08-29
917,487,22,2025-06-21,100,"Recommended based on excellent credit score, high income",100,0.1329,100.0,pending,2025-10-06
918,488,3,2025-05-20,100,Recommended based on stable income,100,0.5,50.0,accepted,2025-09-23
919,489,46,2025-07-09,90,"Recommended based on stable income, low credit utilization",100,0.1848,92.31,accepted,2025-10-12
920,490,13,2025-07-13,100,Standard recommendation,100,0.3,57.14,expired,2025-10-02
921,490,3,2025-06-04,100,Standard recommendation,100,0.3,57.14,declined,2025-09-16
922,491,3,2025-05-25,100,Recommended based on stable income,100,0.8,60.0,pending,2025-08-15
923,492,21,2025-06-04,100,"Recommended based on excellent credit score, high income",100,0.1798,100.0,pending,2025-09-01
924,492,30,2025-05-26,100,"Recommended based on excellent credit score, high income",100,0.1798,100.0,accepted,2025-08-13
925,492,41,2025-06-03,89,"Recommended based on excellent credit score, high income",100,0.1798,100.0,accepted,2025-08-08
926,493,8,2025-07-07,100,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,pending,2025-08-19
927,493,42,2025-06-03,94,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,accepted,2025-09-03
928,494,37,2025-05-20,92,Recommended based on low credit utilization,100,0.1,71.43,declined,2025-10-10
929,494,13,2025-06-14,100,Recommended based on low credit utilization,100,0.1,71.43,pending,2025-08-03
930,494,12,2025-06-22,100,Recommended based on low credit utilization,100,0.1,71.43,pending,2025-09-13
931,495,12,2025-06-19,92,"Recommended based on stable income, low credit utilization",100,0.1,62.5,pending,2025-08-29
932,496,30,2025-06-09,100,"Recommended based on excellent credit score, high income",100,0.1883,100.0,accepted,2025-10-09
933,497,47,2025-06-11,100,"Recommended based on excellent credit score, high income",100,0.3719,89.47,declined,2025-10-09
934,497,22,2025-06-20,100,"Recommended based on excellent credit score, high income",100,0.3719,89.47,declined,2025-09-21
935,497,21,2025-06-13,100,"Recommended based on excellent credit score, high income",100,0.3719,89.47,pending,2025-08-24
936,497,34,2025-07-13,100,"Recommended based on excellent credit score, high income",100,0.3719,89.47,accepted,2025-08-02
937,498,19,2025-07-13,94,"Recommended based on good credit score, high income",100,0.3,100.0,expired,2025-08-19
938,499,21,2025-07-10,100,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,accepted,2025-07-22
939,499,12,2025-07-05,100,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,declined,2025-09-24
940,500,12,2025-06-13,100,Recommended based on excellent payment history,100,0.8,100.0,pending,2025-09-15
941,501,3,2025-05-26,100,Standard recommendation,100,0.5,85.71,declined,2025-08-15
942,502,3,2025-07-14,100,Standard recommendation,100,0.3,85.71,pending,2025-08-11
943,502,5,2025-05-28,91,Standard recommendation,100,0.3,85.71,accepted,2025-08-21
944,503,9,2025-07-05,100,"Recommended based on good credit score, stable income",100,0.1,100.0,declined,2025-10-03
945,504,34,2025-06-23,89,"Recommended based on stable income, excellent payment history",100,0.95,100.0,declined,2025-09-24
946,504,49,2025-06-05,87,"Recommended based on stable income, excellent payment history",100,0.95,100.0,pending,2025-08-30
947,505,3,2025-06-01,99,Standard recommendation,100,0.8,57.14,expired,2025-08-03
948,506,8,2025-05-30,100,"Recommended based on excellent credit score, high income",100,0.0,100.0,declined,2025-09-17
949,506,32,2025-07-14,97,"Recommended based on excellent credit score, high income",100,0.0,100.0,accepted,2025-09-11
950,507,3,2025-06-29,100,Standard recommendation,100,0.3,71.43,declined,2025-08-02
951,507,21,2025-05-24,100,Standard recommendation,100,0.3,71.43,pending,2025-08-28
952,507,37,2025-06-15,91,Standard recommendation,100,0.3,71.43,declined,2025-08-07
953,508,49,2025-05-21,100,"Recommended based on good credit score, high income",100,0.2182,90.91,declined,2025-10-03
954,509,27,2025-06-23,100,"Recommended based on excellent credit score, high income",100,0.3432,100.0,pending,2025-09-12
955,509,18,2025-05-17,100,"Recommended based on excellent credit score, high income",100,0.3432,100.0,expired,2025-10-05
956,509,33,2025-06-05,100,"Recommended based on excellent credit score, high income",100,0.3432,100.0,expired,2025-08-29
957,510,34,2025-06-25,74,Standard recommendation,100,0.6918,41.67,accepted,2025-10-07
958,511,19,2025-07-03,100,"Recommended based on excellent credit score, high income",100,0.2699,84.21,declined,2025-09-11
959,512,6,2025-05-30,100,"Recommended based on excellent credit score, high income",100,0.0517,88.89,pending,2025-08-16
960,513,19,2025-06-26,95,"Recommended based on excellent credit score, high income",100,0.4348,100.0,accepted,2025-09-30
961,513,26,2025-06-23,100,"Recommended based on excellent credit score, high income",100,0.4348,100.0,expired,2025-10-06
962,513,47,2025-05-24,87,"Recommended based on excellent credit score, high income",100,0.4348,100.0,declined,2025-08-10
963,514,7,2025-07-09,100,"Recommended based on good credit score, stable income",100,0.0,80.0,pending,2025-10-11
964,514,46,2025-06-11,100,"Recommended based on good credit score, stable income",100,0.0,80.0,declined,2025-09-20
965,515,5,2025-06-23,100,"Recommended based on stable income, low credit utilization",100,0.0,57.14,pending,2025-09-29
966,516,5,2025-07-15,100,Recommended based on stable income,100,0.5525,58.33,accepted,2025-09-13
967,517,3,2025-07-09,100,Recommended based on stable income,100,0.8,71.43,accepted,2025-07-17
968,518,16,2025-05-17,100,"Recommended based on excellent credit score, high income",100,0.1516,82.35,accepted,2025-09-05
969,519,5,2025-06-21,100,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,accepted,2025-08-28
970,520,47,2025-07-13,100,"Recommended based on excellent credit score, high income",100,0.4189,100.0,declined,2025-07-18
971,520,19,2025-05-25,100,"Recommended based on excellent credit score, high income",100,0.4189,100.0,declined,2025-09-03
972,520,20,2025-06-16,100,"Recommended based on excellent credit score, high income",100,0.4189,100.0,accepted,2025-09-05
973,521,13,2025-07-08,100,"Recommended based on excellent credit score, high income",100,0.426,100.0,pending,2025-10-06
974,521,3,2025-06-30,100,"Recommended based on excellent credit score, high income",100,0.426,100.0,declined,2025-08-30
975,521,31,2025-07-06,100,"Recommended based on excellent credit score, high income",100,0.426,100.0,expired,2025-08-20
976,522,39,2025-06-18,89,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,accepted,2025-07-30
977,522,25,2025-06-23,83,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,declined,2025-10-12
978,523,46,2025-07-03,100,"Recommended based on excellent credit score, high income",100,0.1904,100.0,pending,2025-09-05
979,524,29,2025-07-09,100,"Recommended based on good credit score, stable income",100,0.4241,84.21,declined,2025-10-02
980,524,27,2025-05-30,90,"Recommended based on good credit score, stable income",100,0.4241,84.21,declined,2025-09-16
981,524,49,2025-07-11,98,"Recommended based on good credit score, stable income",100,0.4241,84.21,declined,2025-10-04
982,525,29,2025-05-23,100,"Recommended based on good credit score, high income",100,0.3947,75.0,accepted,2025-09-14
983,525,5,2025-07-13,100,"Recommended based on good credit score, high income",100,0.3947,75.0,pending,2025-09-13
984,526,42,2025-05-19,100,"Recommended based on excellent credit score, high income",100,0.3808,85.19,pending,2025-08-13
985,527,27,2025-05-17,100,"Recommended based on excellent credit score, high income",100,0.6656,100.0,pending,2025-09-24
986,528,3,2025-07-01,96,Recommended based on low credit utilization,100,0.1,33.33,declined,2025-07-24
987,529,12,2025-06-07,100,Standard recommendation,100,0.3,87.5,pending,2025-09-10
988,529,5,2025-06-14,100,Standard recommendation,100,0.3,87.5,expired,2025-08-09
989,530,36,2025-06-12,94,"Recommended based on excellent credit score, high income",100,0.3,100.0,declined,2025-07-18
990,531,48,2025-06-10,100,"Recommended based on excellent credit score, high income",100,0.2548,91.67,declined,2025-10-07
991,531,30,2025-06-22,100,"Recommended based on excellent credit score, high income",100,0.2548,91.67,accepted,2025-08-27
992,532,27,2025-05-30,100,Recommended based on high income,100,0.5018,77.27,accepted,2025-08-31
993,532,5,2025-06-03,100,Recommended based on high income,100,0.5018,77.27,pending,2025-07-19
994,532,3,2025-07-09,100,Recommended based on high income,100,0.5018,77.27,pending,2025-09-07
995,533,3,2025-05-24,100,Recommended based on excellent payment history,100,0.8,100.0,accepted,2025-09-15
996,533,13,2025-07-02,84,Recommended based on excellent payment history,100,0.8,100.0,expired,2025-08-05
997,534,19,2025-06-25,100,"Recommended based on good credit score, high income",100,0.3468,85.0,accepted,2025-07-21
998,534,26,2025-06-29,100,"Recommended based on good credit score, high income",100,0.3468,85.0,accepted,2025-09-24
999,534,14,2025-06-11,100,"Recommended based on good credit score, high income",100,0.3468,85.0,declined,2025-08-20
1000,535,21,2025-06-04,94,"Recommended based on stable income, low credit utilization",100,0.1675,66.67,declined,2025-09-17
1001,536,49,2025-07-13,100,"Recommended based on good credit score, stable income",100,0.4714,80.0,declined,2025-07-28
1002,536,34,2025-06-10,96,"Recommended based on good credit score, stable income",100,0.4714,80.0,expired,2025-10-12
1003,537,48,2025-07-03,100,"Recommended based on excellent credit score, stable income",100,0.1,100.0,expired,2025-09-16
1004,538,18,2025-06-22,100,"Recommended based on excellent credit score, high income",100,0.2365,89.47,pending,2025-09-25
1005,539,19,2025-06-02,85,"Recommended based on stable income, excellent payment history",100,0.5772,91.67,expired,2025-08-29
1006,539,3,2025-05-21,100,"Recommended based on stable income, excellent payment history",100,0.5772,91.67,pending,2025-09-06
1007,540,42,2025-06-15,88,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,expired,2025-09-28
1008,540,13,2025-05-28,100,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,pending,2025-07-25
1009,540,3,2025-05-18,100,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,declined,2025-09-14
1010,541,3,2025-06-27,100,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,pending,2025-09-11
1011,542,5,2025-06-25,100,"Recommended based on stable income, excellent payment history",100,0.95,100.0,declined,2025-10-04
1012,542,18,2025-05-25,86,"Recommended based on stable income, excellent payment history",100,0.95,100.0,declined,2025-09-26
1013,543,10,2025-07-08,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-10-06
1014,543,8,2025-06-17,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-08-25
1015,543,3,2025-06-18,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,declined,2025-09-26
1016,544,37,2025-07-02,100,"Recommended based on excellent credit score, high income",100,0.255,88.89,declined,2025-09-15
1017,545,25,2025-05-30,100,"Recommended based on excellent credit score, high income",100,0.0656,85.71,pending,2025-07-30
1018,546,10,2025-07-14,84,"Recommended based on good credit score, low credit utilization",100,0.0721,80.0,pending,2025-07-25
1019,546,12,2025-06-21,100,"Recommended based on good credit score, low credit utilization",100,0.0721,80.0,declined,2025-08-02
1020,546,30,2025-06-12,99,"Recommended based on good credit score, low credit utilization",100,0.0721,80.0,pending,2025-10-03
1021,547,39,2025-07-03,100,"Recommended based on good credit score, stable income",100,0.3383,85.71,declined,2025-08-22
1022,548,3,2025-06-30,100,Recommended based on low credit utilization,100,0.1,50.0,declined,2025-07-24
1023,549,37,2025-06-14,100,Recommended based on low credit utilization,100,0.1,76.92,pending,2025-08-22
1024,549,3,2025-06-24,100,Recommended based on low credit utilization,100,0.1,76.92,pending,2025-08-29
1025,550,22,2025-05-31,100,"Recommended based on excellent credit score, high income",100,0.1193,100.0,pending,2025-10-12
1026,551,5,2025-06-24,100,Recommended based on low credit utilization,100,0,85.0,declined,2025-07-20
1027,552,21,2025-06-14,73,Recommended based on low credit utilization,100,0.1,33.33,expired,2025-08-09
1028,553,5,2025-05-23,98,Recommended based on low credit utilization,100,0.1,50.0,declined,2025-10-01
1029,553,3,2025-07-14,100,Recommended based on low credit utilization,100,0.1,50.0,accepted,2025-09-27
1030,554,19,2025-06-01,87,Standard recommendation,100,0.8,33.33,pending,2025-08-01
1031,555,33,2025-06-19,100,"Recommended based on excellent credit score, high income",100,0.3132,85.71,declined,2025-07-27
1032,556,21,2025-06-10,100,Recommended based on high income,100,0.5284,80.0,accepted,2025-09-06
1033,557,13,2025-06-26,100,"Recommended based on excellent credit score, high income",100,0.3497,100.0,pending,2025-07-23
1034,557,3,2025-06-09,100,"Recommended based on excellent credit score, high income",100,0.3497,100.0,declined,2025-08-09
1035,558,3,2025-06-26,100,Recommended based on low credit utilization,100,0.1,71.43,accepted,2025-09-16
1036,558,12,2025-06-25,88,Recommended based on low credit utilization,100,0.1,71.43,pending,2025-08-21
1037,559,21,2025-06-23,100,"Recommended based on excellent credit score, high income",100,0.2186,90.91,pending,2025-09-28
1038,559,39,2025-07-05,100,"Recommended based on excellent credit score, high income",100,0.2186,90.91,pending,2025-10-11
1039,560,12,2025-05-23,100,Standard recommendation,100,0.3782,70.0,pending,2025-09-10
1040,560,39,2025-06-15,87,Standard recommendation,100,0.3782,70.0,accepted,2025-07-28
1041,560,3,2025-06-13,100,Standard recommendation,100,0.3782,70.0,accepted,2025-08-30
1042,561,10,2025-05-17,88,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,pending,2025-07-17
1043,561,5,2025-06-23,100,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,declined,2025-09-21
1044,562,46,2025-05-22,96,Recommended based on low credit utilization,100,0.1,83.33,declined,2025-08-19
1045,562,21,2025-05-19,100,Recommended based on low credit utilization,100,0.1,83.33,declined,2025-09-03
1046,562,42,2025-06-18,87,Recommended based on low credit utilization,100,0.1,83.33,pending,2025-07-17
1047,563,3,2025-06-03,100,Recommended based on stable income,100,0.5,25.0,accepted,2025-08-18
1048,564,3,2025-06-25,100,Recommended based on low credit utilization,100,0.1,66.67,declined,2025-09-16
1049,565,10,2025-05-21,95,"Recommended based on stable income, excellent payment history",100,0.6302,100.0,accepted,2025-07-17
1050,566,37,2025-07-15,100,"Recommended based on good credit score, low credit utilization",100,0.1,81.82,pending,2025-10-06
1051,566,10,2025-05-27,96,"Recommended based on good credit score, low credit utilization",100,0.1,81.82,accepted,2025-10-08
1052,567,29,2025-06-24,96,"Recommended based on good credit score, high income",100,0.5182,73.68,pending,2025-07-28
1053,568,3,2025-05-28,89,Standard recommendation,100,0.8,66.67,pending,2025-09-19
1054,569,12,2025-07-13,100,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,accepted,2025-08-26
1055,569,21,2025-06-26,99,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,pending,2025-09-14
1056,569,37,2025-07-03,100,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,declined,2025-08-17
1057,570,22,2025-06-06,100,"Recommended based on excellent credit score, high income",100,0.3647,93.33,pending,2025-10-11
1058,571,13,2025-06-04,96,Recommended based on low credit utilization,100,0.0,42.86,expired,2025-07-28
1059,572,13,2025-07-15,100,Recommended based on low credit utilization,100,0,85.0,expired,2025-08-04
1060,572,5,2025-05-31,100,Recommended based on low credit utilization,100,0,85.0,pending,2025-08-19
1061,573,9,2025-06-24,71,Recommended based on stable income,100,0.3214,80.0,declined,2025-08-15
1062,574,49,2025-07-14,100,"Recommended based on excellent credit score, high income",100,0.2946,100.0,accepted,2025-10-01
1063,574,3,2025-06-06,100,"Recommended based on excellent credit score, high income",100,0.2946,100.0,accepted,2025-10-07
1064,574,27,2025-06-05,100,"Recommended based on excellent credit score, high income",100,0.2946,100.0,declined,2025-09-15
1065,575,3,2025-06-12,100,Standard recommendation,100,0.3,25.0,accepted,2025-09-19
1066,576,45,2025-06-22,98,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-09-23
1067,576,21,2025-06-27,97,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-09-15
1068,576,39,2025-05-25,96,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-08-14
1069,577,9,2025-05-20,100,"Recommended based on excellent credit score, high income",100,0.2452,88.89,expired,2025-09-06
1070,577,44,2025-07-10,100,"Recommended based on excellent credit score, high income",100,0.2452,88.89,pending,2025-08-19
1071,578,13,2025-06-14,85,Standard recommendation,100,0.3,75.0,expired,2025-09-20
1072,578,3,2025-06-13,100,Standard recommendation,100,0.3,75.0,pending,2025-09-20
1073,579,27,2025-06-25,87,"Recommended based on good credit score, high income",100,0.3,100.0,declined,2025-09-28
1074,579,21,2025-05-27,100,"Recommended based on good credit score, high income",100,0.3,100.0,declined,2025-10-02
1075,580,42,2025-06-24,98,"Recommended based on good credit score, stable income",100,0.5,100.0,accepted,2025-09-27
1076,580,5,2025-05-21,100,"Recommended based on good credit score, stable income",100,0.5,100.0,declined,2025-10-05
1077,581,13,2025-05-28,93,Recommended based on stable income,100,0.8,83.33,expired,2025-08-06
1078,581,37,2025-05-25,100,Recommended based on stable income,100,0.8,83.33,expired,2025-09-29
1079,582,12,2025-05-19,91,Recommended based on stable income,100,0.3,75.0,declined,2025-10-10
1080,582,30,2025-07-05,71,Recommended based on stable income,100,0.3,75.0,pending,2025-07-27
1081,582,13,2025-06-08,100,Recommended based on stable income,100,0.3,75.0,accepted,2025-09-16
1082,583,3,2025-06-18,100,Recommended based on low credit utilization,100,0.0,57.14,declined,2025-07-19
1083,583,13,2025-07-03,94,Recommended based on low credit utilization,100,0.0,57.14,declined,2025-09-12
1084,584,18,2025-05-21,98,"Recommended based on excellent credit score, high income",100,0.2043,87.5,declined,2025-09-18
1085,584,46,2025-06-22,100,"Recommended based on excellent credit score, high income",100,0.2043,87.5,expired,2025-09-08
1086,585,30,2025-05-31,100,"Recommended based on high income, low credit utilization",100,0.2103,69.23,accepted,2025-09-25
1087,586,44,2025-07-07,100,"Recommended based on good credit score, stable income",100,0.1,83.33,pending,2025-08-01
1088,586,28,2025-06-05,100,"Recommended based on good credit score, stable income",100,0.1,83.33,accepted,2025-08-29
1089,587,5,2025-06-11,88,Standard recommendation,100,0.95,50.0,pending,2025-10-05
1090,587,42,2025-06-22,83,Standard recommendation,100,0.95,50.0,accepted,2025-08-06
1091,587,49,2025-06-26,74,Standard recommendation,100,0.95,50.0,declined,2025-09-08
1092,588,39,2025-06-11,92,Recommended based on stable income,100,0.5,75.0,declined,2025-07-29
1093,588,5,2025-06-04,87,Recommended based on stable income,100,0.5,75.0,expired,2025-07-23
1094,588,13,2025-05-18,100,Recommended based on stable income,100,0.5,75.0,declined,2025-07-22
1095,589,39,2025-06-08,100,"Recommended based on stable income, low credit utilization",100,0.1,80.0,accepted,2025-09-21
1096,590,12,2025-07-09,99,"Recommended based on good credit score, low credit utilization",100,0.0,100.0,accepted,2025-08-15
1097,591,49,2025-05-23,100,"Recommended based on excellent credit score, high income",100,0.4801,83.33,expired,2025-07-25
1098,591,42,2025-05-24,100,"Recommended based on excellent credit score, high income",100,0.4801,83.33,pending,2025-08-04
1099,591,29,2025-06-10,100,"Recommended based on excellent credit score, high income",100,0.4801,83.33,accepted,2025-10-09
1100,592,32,2025-06-17,100,"Recommended based on excellent credit score, high income",100,0.2089,100.0,expired,2025-09-06
1101,592,46,2025-06-15,100,"Recommended based on excellent credit score, high income",100,0.2089,100.0,declined,2025-09-28
1102,593,5,2025-06-11,100,"Recommended based on excellent credit score, high income",100,0.2667,88.24,pending,2025-08-17
1103,593,40,2025-07-02,100,"Recommended based on excellent credit score, high income",100,0.2667,88.24,pending,2025-09-11
1104,594,3,2025-06-06,100,Recommended based on low credit utilization,100,0.1,50.0,accepted,2025-09-16
1105,594,13,2025-05-29,87,Recommended based on low credit utilization,100,0.1,50.0,declined,2025-09-19
1106,595,29,2025-06-08,100,"Recommended based on good credit score, high income",100,0.5425,94.74,expired,2025-08-22
1107,596,3,2025-06-26,100,Recommended based on stable income,100,0.6347,63.64,pending,2025-09-17
1108,597,7,2025-06-18,99,Standard recommendation,100,0.3,85.71,pending,2025-07-28
