recommendation_id,member_id,product_id,recommendation_date,recommendation_score,recommendation_reason,member_health_score,credit_utilization_at_time,payment_reliability_at_time,recommendation_status,expires_at
612,334,31,2025-06-08,98,Recommended based on stable income,100,0.37,76.92,expired,2025-09-22
613,334,27,2025-06-07,100,Recommended based on stable income,100,0.37,76.92,accepted,2025-09-03
614,335,23,2025-07-25,100,"Recommended based on good credit score, high income",100,0.3094,88.89,pending,2025-08-18
615,335,50,2025-07-04,100,"Recommended based on good credit score, high income",100,0.3094,88.89,expired,2025-08-22
616,336,28,2025-06-11,88,Standard recommendation,100,0.8,71.43,expired,2025-09-24
617,336,47,2025-07-02,96,Standard recommendation,100,0.8,71.43,declined,2025-08-02
618,337,7,2025-06-06,100,"Recommended based on excellent credit score, stable income",100,0.1,88.89,declined,2025-10-22
619,337,5,2025-06-03,100,"Recommended based on excellent credit score, stable income",100,0.1,88.89,expired,2025-08-08
620,337,50,2025-06-15,100,"Recommended based on excellent credit score, stable income",100,0.1,88.89,declined,2025-10-18
621,338,7,2025-07-11,100,"Recommended based on excellent credit score, high income",100,0.1227,85.71,pending,2025-09-29
622,339,10,2025-06-09,100,"Recommended based on good credit score, excellent payment history",100,0.5,100.0,declined,2025-10-21
623,339,34,2025-06-09,100,"Recommended based on good credit score, excellent payment history",100,0.5,100.0,pending,2025-08-26
624,340,3,2025-06-27,100,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,pending,2025-08-08
625,340,47,2025-07-30,100,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,pending,2025-10-04
626,340,5,2025-07-01,100,"Recommended based on good credit score, low credit utilization",100,0.1,85.71,accepted,2025-10-22
627,341,2,2025-06-19,100,"Recommended based on good credit score, stable income",100,0.1,100.0,expired,2025-10-14
628,342,20,2025-07-02,100,"Recommended based on excellent credit score, high income",100,0.2308,92.31,declined,2025-08-18
629,342,17,2025-06-12,100,"Recommended based on excellent credit score, high income",100,0.2308,92.31,accepted,2025-08-15
630,343,41,2025-06-14,86,"Recommended based on excellent credit score, high income",100,0.3,100.0,pending,2025-08-26
631,343,28,2025-07-13,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,expired,2025-10-21
632,344,24,2025-07-01,82,Recommended based on stable income,100,0.3,71.43,pending,2025-10-19
633,345,47,2025-06-09,93,Recommended based on low credit utilization,100,0.1,66.67,declined,2025-10-21
634,346,34,2025-06-04,100,Recommended based on stable income,100,0.5,80.0,pending,2025-10-27
635,347,12,2025-07-06,91,Recommended based on low credit utilization,100,0.1,75.0,accepted,2025-09-13
636,347,34,2025-07-17,95,Recommended based on low credit utilization,100,0.1,75.0,pending,2025-08-26
637,348,47,2025-06-09,100,"Recommended based on good credit score, stable income",100,0.5,100.0,pending,2025-08-06
638,348,3,2025-06-25,100,"Recommended based on good credit score, stable income",100,0.5,100.0,declined,2025-10-23
639,349,5,2025-07-07,100,Recommended based on stable income,100,0.3,75.0,declined,2025-10-19
640,349,47,2025-07-28,98,Recommended based on stable income,100,0.3,75.0,declined,2025-10-17
641,349,3,2025-07-15,100,Recommended based on stable income,100,0.3,75.0,pending,2025-08-03
642,349,13,2025-06-05,100,Recommended based on stable income,100,0.3,75.0,accepted,2025-10-29
643,350,47,2025-07-05,100,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,pending,2025-10-19
644,350,3,2025-06-10,100,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,declined,2025-08-21
645,351,3,2025-06-22,97,Standard recommendation,100,0.3,40.0,accepted,2025-09-19
646,352,47,2025-07-30,100,Standard recommendation,100,0.3,42.86,accepted,2025-08-30
647,353,23,2025-07-09,100,"Recommended based on good credit score, high income",100,0.3,76.92,accepted,2025-08-15
648,353,34,2025-06-03,100,"Recommended based on good credit score, high income",100,0.3,76.92,expired,2025-08-20
649,353,2,2025-07-04,100,"Recommended based on good credit score, high income",100,0.3,76.92,accepted,2025-08-10
650,353,3,2025-06-26,100,"Recommended based on good credit score, high income",100,0.3,76.92,accepted,2025-09-09
651,354,35,2025-06-04,94,"Recommended based on excellent credit score, high income",100,0.2134,100.0,accepted,2025-08-05
652,354,34,2025-06-27,100,"Recommended based on excellent credit score, high income",100,0.2134,100.0,expired,2025-08-15
653,355,3,2025-07-13,90,Recommended based on low credit utilization,100,0.1,66.67,declined,2025-09-04
654,356,50,2025-07-21,100,"Recommended based on good credit score, stable income",100,0.0,85.71,pending,2025-10-06
655,356,2,2025-07-02,100,"Recommended based on good credit score, stable income",100,0.0,85.71,declined,2025-10-20
656,356,44,2025-07-25,90,"Recommended based on good credit score, stable income",100,0.0,85.71,declined,2025-08-04
657,357,13,2025-06-05,100,"Recommended based on excellent credit score, high income",100,0.2099,100.0,pending,2025-08-02
658,357,38,2025-07-09,100,"Recommended based on excellent credit score, high income",100,0.2099,100.0,declined,2025-08-22
659,358,22,2025-07-04,100,"Recommended based on excellent credit score, high income",100,0.1505,100.0,pending,2025-09-26
660,359,31,2025-07-14,100,"Recommended based on good credit score, stable income",100,0.1,75.0,pending,2025-08-20
661,359,34,2025-07-28,100,"Recommended based on good credit score, stable income",100,0.1,75.0,expired,2025-09-24
662,360,34,2025-07-27,100,Standard recommendation,100,0.3,71.43,expired,2025-08-31
663,360,47,2025-07-25,96,Standard recommendation,100,0.3,71.43,declined,2025-10-30
664,360,12,2025-07-11,96,Standard recommendation,100,0.3,71.43,declined,2025-08-05
665,360,3,2025-07-07,100,Standard recommendation,100,0.3,71.43,pending,2025-09-27
666,361,40,2025-07-30,100,"Recommended based on excellent credit score, high income",100,0.1436,86.96,pending,2025-10-06
667,362,10,2025-07-18,100,"Recommended based on good credit score, stable income",100,0.1,75.0,accepted,2025-08-25
668,363,12,2025-07-11,100,"Recommended based on good credit score, excellent payment history",100,0.364,100.0,declined,2025-08-26
669,364,50,2025-06-26,94,Recommended based on high income,100,0.5,75.0,expired,2025-10-11
670,365,16,2025-06-16,85,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,accepted,2025-10-17
671,366,13,2025-06-03,100,"Recommended based on good credit score, low credit utilization",100,0.1,84.62,declined,2025-10-09
672,367,3,2025-07-13,100,Recommended based on stable income,100,0.3,71.43,accepted,2025-09-07
673,368,50,2025-07-20,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,declined,2025-10-16
674,368,46,2025-07-13,99,"Recommended based on excellent credit score, high income",100,0.3,100.0,accepted,2025-10-22
675,368,33,2025-06-04,98,"Recommended based on excellent credit score, high income",100,0.3,100.0,pending,2025-08-18
676,369,23,2025-06-12,77,Standard recommendation,100,0.375,37.5,pending,2025-10-18
677,370,23,2025-06-13,100,"Recommended based on high income, low credit utilization",100,0.0,66.67,expired,2025-10-23
678,371,33,2025-06-11,100,"Recommended based on good credit score, stable income",100,0.0,83.33,expired,2025-10-04
679,371,43,2025-06-20,100,"Recommended based on good credit score, stable income",100,0.0,83.33,accepted,2025-09-13
680,371,49,2025-06-04,100,"Recommended based on good credit score, stable income",100,0.0,83.33,accepted,2025-08-29
681,371,8,2025-07-05,100,"Recommended based on good credit score, stable income",100,0.0,83.33,pending,2025-09-26
682,372,23,2025-06-26,91,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,pending,2025-09-28
683,372,43,2025-06-13,100,"Recommended based on good credit score, low credit utilization",100,0.1,87.5,pending,2025-08-06
684,373,3,2025-07-30,100,Recommended based on low credit utilization,100,0.1,57.14,expired,2025-08-27
685,374,28,2025-06-28,100,"Recommended based on good credit score, high income",100,0.0438,71.43,pending,2025-09-23
686,374,32,2025-07-13,98,"Recommended based on good credit score, high income",100,0.0438,71.43,accepted,2025-08-12
687,374,14,2025-07-07,90,"Recommended based on good credit score, high income",100,0.0438,71.43,pending,2025-10-07
688,375,13,2025-07-10,100,"Recommended based on good credit score, stable income",100,0.3,100.0,declined,2025-09-19
689,375,9,2025-07-06,93,"Recommended based on good credit score, stable income",100,0.3,100.0,accepted,2025-09-08
690,376,28,2025-07-28,100,"Recommended based on excellent credit score, high income",100,0.4545,100.0,declined,2025-10-21
691,376,18,2025-07-21,100,"Recommended based on excellent credit score, high income",100,0.4545,100.0,pending,2025-08-14
692,377,50,2025-07-06,100,"Recommended based on excellent credit score, low credit utilization",100,0.0,100.0,accepted,2025-10-30
693,378,40,2025-07-10,100,Recommended based on stable income,100,0.3,71.43,pending,2025-08-27
694,378,26,2025-06-25,95,Recommended based on stable income,100,0.3,71.43,accepted,2025-09-04
695,378,27,2025-07-03,99,Recommended based on stable income,100,0.3,71.43,pending,2025-09-05
696,379,10,2025-06-13,100,"Recommended based on stable income, low credit utilization",100,0.2874,66.67,declined,2025-10-09
697,379,44,2025-06-27,94,"Recommended based on stable income, low credit utilization",100,0.2874,66.67,accepted,2025-08-14
698,379,7,2025-06-14,91,"Recommended based on stable income, low credit utilization",100,0.2874,66.67,accepted,2025-09-05
699,379,48,2025-07-19,100,"Recommended based on stable income, low credit utilization",100,0.2874,66.67,pending,2025-08-16
700,380,16,2025-06-09,74,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,pending,2025-08-13
701,380,34,2025-06-15,100,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,accepted,2025-10-21
702,381,32,2025-07-22,100,"Recommended based on excellent credit score, high income",100,0.145,83.33,pending,2025-10-24
703,382,48,2025-07-15,100,"Recommended based on excellent credit score, high income",100,0.4325,84.62,declined,2025-09-06
704,382,3,2025-07-14,100,"Recommended based on excellent credit score, high income",100,0.4325,84.62,pending,2025-08-25
705,383,3,2025-07-09,100,Recommended based on low credit utilization,100,0.1,33.33,pending,2025-10-28
706,384,48,2025-06-13,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,accepted,2025-09-01
707,384,22,2025-06-25,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,declined,2025-09-12
708,384,36,2025-07-25,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,accepted,2025-08-24
709,385,31,2025-08-01,100,"Recommended based on excellent credit score, high income",100,0.0903,88.89,declined,2025-10-30
710,386,6,2025-07-03,100,"Recommended based on excellent credit score, high income",100,0.325,91.67,pending,2025-08-14
711,386,22,2025-06-20,100,"Recommended based on excellent credit score, high income",100,0.325,91.67,accepted,2025-08-03
712,386,17,2025-06-29,98,"Recommended based on excellent credit score, high income",100,0.325,91.67,pending,2025-10-25
713,387,3,2025-06-13,100,"Recommended based on good credit score, stable income",100,0.3992,100.0,pending,2025-10-07
714,387,45,2025-07-28,78,"Recommended based on good credit score, stable income",100,0.3992,100.0,pending,2025-10-06
715,388,40,2025-06-24,96,"Recommended based on stable income, low credit utilization",100,0.2064,68.75,pending,2025-09-20
716,388,12,2025-07-04,100,"Recommended based on stable income, low credit utilization",100,0.2064,68.75,expired,2025-08-20
717,388,47,2025-06-16,100,"Recommended based on stable income, low credit utilization",100,0.2064,68.75,accepted,2025-10-14
718,389,12,2025-06-06,89,"Recommended based on stable income, low credit utilization",100,0.2433,75.0,pending,2025-10-26
719,389,23,2025-06-21,100,"Recommended based on stable income, low credit utilization",100,0.2433,75.0,declined,2025-09-13
720,389,13,2025-06-10,100,"Recommended based on stable income, low credit utilization",100,0.2433,75.0,pending,2025-09-21
721,389,3,2025-07-09,100,"Recommended based on stable income, low credit utilization",100,0.2433,75.0,pending,2025-10-26
722,390,19,2025-07-02,89,"Recommended based on good credit score, stable income",100,0.0,100.0,accepted,2025-08-05
723,390,33,2025-06-06,99,"Recommended based on good credit score, stable income",100,0.0,100.0,declined,2025-10-09
724,390,32,2025-07-17,100,"Recommended based on good credit score, stable income",100,0.0,100.0,pending,2025-10-27
725,391,31,2025-06-19,100,"Recommended based on excellent credit score, high income",100,0.1926,100.0,pending,2025-09-15
726,391,7,2025-06-08,100,"Recommended based on excellent credit score, high income",100,0.1926,100.0,accepted,2025-09-28
727,392,33,2025-06-16,92,Recommended based on stable income,100,0.8,66.67,pending,2025-10-18
728,392,50,2025-06-13,100,Recommended based on stable income,100,0.8,66.67,pending,2025-09-16
729,393,20,2025-06-18,91,"Recommended based on good credit score, high income",100,0.3684,87.5,expired,2025-09-12
730,394,18,2025-06-07,96,"Recommended based on excellent credit score, high income",100,0.1536,100.0,declined,2025-10-03
731,395,3,2025-06-08,100,Recommended based on stable income,100,0.3,83.33,pending,2025-09-27
732,396,47,2025-06-20,100,"Recommended based on stable income, low credit utilization",100,0.0,57.14,accepted,2025-09-08
733,396,28,2025-07-19,100,"Recommended based on stable income, low credit utilization",100,0.0,57.14,declined,2025-10-22
734,397,45,2025-06-22,100,"Recommended based on excellent credit score, stable income",100,0.1,100.0,accepted,2025-10-07
735,398,3,2025-07-12,97,Standard recommendation,100,0.5813,72.73,pending,2025-08-13
736,399,23,2025-07-12,98,"Recommended based on good credit score, stable income",100,0.1,100.0,pending,2025-09-01
737,399,5,2025-06-25,100,"Recommended based on good credit score, stable income",100,0.1,100.0,pending,2025-09-28
738,400,23,2025-07-14,86,Recommended based on stable income,100,0.3,50.0,pending,2025-08-24
739,400,47,2025-07-15,87,Recommended based on stable income,100,0.3,50.0,declined,2025-08-14
740,401,44,2025-07-05,92,"Recommended based on good credit score, high income",100,0.8,100.0,pending,2025-09-12
741,401,3,2025-07-28,100,"Recommended based on good credit score, high income",100,0.8,100.0,pending,2025-08-08
742,402,9,2025-06-30,89,"Recommended based on good credit score, stable income",100,0.5,100.0,expired,2025-08-23
743,403,33,2025-07-24,100,"Recommended based on excellent credit score, stable income",100,0.3,100.0,declined,2025-09-30
744,404,3,2025-07-28,100,Standard recommendation,100,0.3,62.5,accepted,2025-10-12
745,405,22,2025-07-11,80,"Recommended based on good credit score, high income",100,0.3,93.75,pending,2025-09-22
746,405,31,2025-06-11,100,"Recommended based on good credit score, high income",100,0.3,93.75,pending,2025-09-07
747,406,48,2025-06-11,100,Recommended based on stable income,100,0.4166,70.0,pending,2025-10-08
748,407,3,2025-06-06,100,Recommended based on stable income,100,0.3,69.23,expired,2025-10-05
749,407,23,2025-07-15,100,Recommended based on stable income,100,0.3,69.23,declined,2025-10-21
750,407,47,2025-07-29,100,Recommended based on stable income,100,0.3,69.23,pending,2025-08-09
751,407,34,2025-07-28,98,Recommended based on stable income,100,0.3,69.23,accepted,2025-10-28
752,408,3,2025-06-11,100,"Recommended based on good credit score, stable income",100,0.1,100.0,expired,2025-08-11
753,408,34,2025-07-04,100,"Recommended based on good credit score, stable income",100,0.1,100.0,pending,2025-09-24
754,409,8,2025-07-23,100,"Recommended based on excellent credit score, stable income",100,0.3,100.0,declined,2025-08-05
755,409,46,2025-07-25,89,"Recommended based on excellent credit score, stable income",100,0.3,100.0,accepted,2025-08-07
756,410,13,2025-06-12,100,"Recommended based on excellent credit score, high income",100,0.1516,95.83,expired,2025-08-24
757,410,31,2025-06-21,100,"Recommended based on excellent credit score, high income",100,0.1516,95.83,pending,2025-08-07
758,411,3,2025-07-01,100,"Recommended based on stable income, excellent payment history",100,0.3,93.33,expired,2025-10-28
759,412,5,2025-07-29,100,"Recommended based on good credit score, low credit utilization",100,0.2224,84.62,declined,2025-09-19
760,412,43,2025-07-04,97,"Recommended based on good credit score, low credit utilization",100,0.2224,84.62,declined,2025-08-18
761,413,12,2025-07-16,93,Standard recommendation,100,0.3,80.0,declined,2025-09-11
762,414,5,2025-06-18,100,Recommended based on excellent payment history,100,0.5,100.0,declined,2025-08-14
763,414,13,2025-07-04,100,Recommended based on excellent payment history,100,0.5,100.0,pending,2025-08-11
764,415,13,2025-06-17,100,Recommended based on stable income,100,0.3,75.0,expired,2025-10-21
765,415,3,2025-06-07,100,Recommended based on stable income,100,0.3,75.0,accepted,2025-08-26
766,416,33,2025-06-22,100,"Recommended based on excellent credit score, high income",100,0.3078,90.0,pending,2025-09-12
767,417,3,2025-06-07,100,Standard recommendation,100,0.3,40.0,pending,2025-08-22
768,418,3,2025-07-24,100,Standard recommendation,100,0.6448,71.43,pending,2025-10-08
769,419,23,2025-06-07,99,Recommended based on stable income,100,0.6008,72.73,pending,2025-08-04
770,419,5,2025-07-23,91,Recommended based on stable income,100,0.6008,72.73,pending,2025-08-26
771,419,3,2025-07-28,100,Recommended based on stable income,100,0.6008,72.73,expired,2025-08-03
772,420,3,2025-07-08,100,Recommended based on low credit utilization,100,0.1,57.14,pending,2025-08-15
773,421,13,2025-06-03,100,"Recommended based on good credit score, stable income",100,0.4442,88.89,pending,2025-10-13
774,421,48,2025-06-12,100,"Recommended based on good credit score, stable income",100,0.4442,88.89,pending,2025-09-09
775,421,3,2025-07-13,100,"Recommended based on good credit score, stable income",100,0.4442,88.89,declined,2025-09-03
776,422,12,2025-07-03,100,"Recommended based on excellent credit score, high income",100,0.0,83.33,pending,2025-09-07
777,422,10,2025-07-23,100,"Recommended based on excellent credit score, high income",100,0.0,83.33,pending,2025-10-14
778,423,7,2025-06-15,100,"Recommended based on good credit score, excellent payment history",100,0.3,100.0,expired,2025-08-15
779,424,50,2025-07-14,100,"Recommended based on good credit score, high income",100,0.3,83.33,accepted,2025-09-02
780,425,47,2025-06-26,100,"Recommended based on good credit score, high income",100,0.3,70.0,pending,2025-09-17
781,425,3,2025-06-14,100,"Recommended based on good credit score, high income",100,0.3,70.0,declined,2025-10-12
782,425,27,2025-06-03,100,"Recommended based on good credit score, high income",100,0.3,70.0,accepted,2025-10-14
783,426,16,2025-07-30,100,"Recommended based on excellent credit score, high income",100,0.3107,95.83,declined,2025-10-18
784,426,28,2025-07-02,100,"Recommended based on excellent credit score, high income",100,0.3107,95.83,declined,2025-08-18
785,427,30,2025-06-11,81,Recommended based on stable income,100,0.5333,80.0,declined,2025-09-24
786,428,18,2025-06-18,100,Recommended based on stable income,100,0.3743,66.67,pending,2025-09-06
787,428,40,2025-07-15,81,Recommended based on stable income,100,0.3743,66.67,declined,2025-08-15
788,428,48,2025-07-06,89,Recommended based on stable income,100,0.3743,66.67,pending,2025-09-04
789,429,22,2025-07-30,76,"Recommended based on good credit score, high income",100,0.1,87.5,accepted,2025-09-22
790,430,22,2025-06-10,100,"Recommended based on excellent credit score, high income",100,0.1397,87.5,pending,2025-09-02
791,431,47,2025-07-15,81,Standard recommendation,100,0.3,66.67,accepted,2025-08-21
792,431,3,2025-07-30,100,Standard recommendation,100,0.3,66.67,declined,2025-08-17
793,432,47,2025-06-29,100,Recommended based on stable income,100,0.3,20.0,declined,2025-08-08
794,433,13,2025-07-02,100,Recommended based on low credit utilization,100,0.2043,71.43,accepted,2025-09-09
795,433,12,2025-06-28,95,Recommended based on low credit utilization,100,0.2043,71.43,declined,2025-08-20
796,434,3,2025-06-14,100,Standard recommendation,100,0.3,37.5,pending,2025-09-16
797,434,28,2025-06-13,89,Standard recommendation,100,0.3,37.5,accepted,2025-10-11
798,434,23,2025-08-01,82,Standard recommendation,100,0.3,37.5,pending,2025-09-14
799,434,47,2025-06-14,94,Standard recommendation,100,0.3,37.5,declined,2025-10-13
800,435,38,2025-06-23,100,"Recommended based on excellent credit score, high income",100,0.1798,85.71,pending,2025-08-22
801,435,39,2025-07-19,100,"Recommended based on excellent credit score, high income",100,0.1798,85.71,accepted,2025-10-17
802,436,10,2025-06-21,100,"Recommended based on excellent credit score, high income",100,0.216,91.67,pending,2025-08-07
803,437,22,2025-06-20,86,"Recommended based on excellent credit score, high income",100,0.1,87.5,accepted,2025-09-26
804,438,23,2025-06-19,100,"Recommended based on good credit score, high income",100,0.3335,87.5,pending,2025-09-25
805,438,13,2025-07-21,100,"Recommended based on good credit score, high income",100,0.3335,87.5,pending,2025-09-16
806,439,48,2025-07-10,97,Recommended based on stable income,100,0.3688,81.82,pending,2025-08-19
807,440,3,2025-07-11,100,"Recommended based on stable income, low credit utilization",100,0.1,66.67,declined,2025-09-26
808,441,13,2025-06-19,100,"Recommended based on stable income, low credit utilization",100,0.2472,69.23,declined,2025-10-15
809,441,9,2025-07-10,97,"Recommended based on stable income, low credit utilization",100,0.2472,69.23,expired,2025-09-09
810,441,7,2025-06-04,99,"Recommended based on stable income, low credit utilization",100,0.2472,69.23,declined,2025-10-25
811,442,39,2025-06-20,92,"Recommended based on excellent credit score, high income",100,0.1,100.0,expired,2025-10-03
812,442,31,2025-06-05,99,"Recommended based on excellent credit score, high income",100,0.1,100.0,accepted,2025-10-11
813,443,3,2025-07-24,100,Standard recommendation,100,0.5,66.67,pending,2025-08-22
814,444,27,2025-06-21,100,"Recommended based on excellent credit score, high income",100,0.1878,93.75,expired,2025-09-16
815,444,20,2025-06-19,100,"Recommended based on excellent credit score, high income",100,0.1878,93.75,accepted,2025-08-28
816,445,3,2025-07-16,100,Standard recommendation,100,0.3,71.43,declined,2025-10-10
817,446,45,2025-06-29,100,"Recommended based on excellent credit score, high income",100,0.3,100.0,accepted,2025-10-09
818,446,19,2025-07-18,97,"Recommended based on excellent credit score, high income",100,0.3,100.0,expired,2025-10-07
819,447,13,2025-07-14,100,Recommended based on excellent payment history,100,0.3,100.0,pending,2025-09-07
820,448,13,2025-06-27,100,Standard recommendation,100,0.5267,83.33,declined,2025-09-24
821,449,46,2025-06-23,100,"Recommended based on excellent credit score, high income",100,0.5,100.0,pending,2025-10-23
822,450,46,2025-07-22,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,accepted,2025-10-10
823,450,42,2025-07-25,100,"Recommended based on excellent credit score, high income",100,0.1,100.0,pending,2025-10-16
824,451,22,2025-07-13,80,"Recommended based on excellent credit score, high income",100,0.272,91.67,pending,2025-08-23
825,451,34,2025-07-18,100,"Recommended based on excellent credit score, high income",100,0.272,91.67,pending,2025-08-29
826,452,27,2025-07-22,100,"Recommended based on good credit score, high income",100,0.3327,78.95,declined,2025-09-02
827,452,3,2025-06-08,100,"Recommended based on good credit score, high income",100,0.3327,78.95,accepted,2025-10-23
828,453,43,2025-06-20,100,"Recommended based on good credit score, high income",100,0.5,100.0,pending,2025-08-04
829,453,45,2025-07-14,96,"Recommended based on good credit score, high income",100,0.5,100.0,pending,2025-08-30
830,454,3,2025-06-03,97,Recommended based on low credit utilization,100,0.1,50.0,pending,2025-10-11
831,455,28,2025-07-10,100,"Recommended based on good credit score, stable income",100,0.3,100.0,accepted,2025-09-27
832,455,10,2025-06-16,100,"Recommended based on good credit score, stable income",100,0.3,100.0,accepted,2025-09-25
833,455,12,2025-07-05,100,"Recommended based on good credit score, stable income",100,0.3,100.0,pending,2025-10-06
834,456,45,2025-07-12,100,"Recommended based on excellent credit score, high income",100,0.4825,95.45,accepted,2025-08-29
835,456,16,2025-07-26,100,"Recommended based on excellent credit score, high income",100,0.4825,95.45,accepted,2025-08-08
836,457,5,2025-06-09,100,Recommended based on low credit utilization,100,0,85.0,pending,2025-10-26
837,458,3,2025-06-05,100,"Recommended based on good credit score, low credit utilization",100,0.205,90.0,pending,2025-08-06
838,459,8,2025-06-19,100,Recommended based on stable income,100,0.5,71.43,accepted,2025-10-05
839,459,40,2025-07-24,100,Recommended based on stable income,100,0.5,71.43,expired,2025-09-06
840,459,12,2025-06-19,100,Recommended based on stable income,100,0.5,71.43,pending,2025-08-25
841,460,8,2025-06-21,100,"Recommended based on stable income, low credit utilization",100,0.1,66.67,pending,2025-08-21
842,461,13,2025-06-22,100,"Recommended based on stable income, excellent payment history",100,0.5695,100.0,pending,2025-10-29
843,461,3,2025-06-25,100,"Recommended based on stable income, excellent payment history",100,0.5695,100.0,pending,2025-10-21
844,462,5,2025-06-17,100,"Recommended based on good credit score, excellent payment history",100,0.5,100.0,pending,2025-08-04
845,462,23,2025-06-29,92,"Recommended based on good credit score, excellent payment history",100,0.5,100.0,pending,2025-09-20
846,463,47,2025-06-24,100,"Recommended based on good credit score, excellent payment history",100,0.3,91.67,pending,2025-08-03
847,463,3,2025-06-17,100,"Recommended based on good credit score, excellent payment history",100,0.3,91.67,declined,2025-08-10
848,464,50,2025-06-18,100,"Recommended based on stable income, low credit utilization",100,0.0,60.0,pending,2025-10-28
849,464,47,2025-06-03,100,"Recommended based on stable income, low credit utilization",100,0.0,60.0,declined,2025-10-01
850,464,5,2025-06-25,100,"Recommended based on stable income, low credit utilization",100,0.0,60.0,declined,2025-10-22
851,465,48,2025-06-25,100,"Recommended based on stable income, low credit utilization",100,0.2211,76.92,pending,2025-09-01
852,465,12,2025-07-26,100,"Recommended based on stable income, low credit utilization",100,0.2211,76.92,declined,2025-09-27
853,465,10,2025-06-05,100,"Recommended based on stable income, low credit utilization",100,0.2211,76.92,pending,2025-10-08
854,466,48,2025-07-16,85,Recommended based on stable income,100,0.3,75.0,declined,2025-10-01
855,466,13,2025-07-03,100,Recommended based on stable income,100,0.3,75.0,expired,2025-10-18
856,467,11,2025-07-12,100,"Recommended based on excellent credit score, high income",100,0.0306,88.89,pending,2025-10-27
857,467,37,2025-07-15,100,"Recommended based on excellent credit score, high income",100,0.0306,88.89,pending,2025-10-15
858,467,18,2025-06-18,100,"Recommended based on excellent credit score, high income",100,0.0306,88.89,declined,2025-08-17
859,467,24,2025-07-24,100,"Recommended based on excellent credit score, high income",100,0.0306,88.89,pending,2025-08-14
860,468,3,2025-06-04,100,Standard recommendation,100,0.5,66.67,expired,2025-08-07
861,468,23,2025-06-27,83,Standard recommendation,100,0.5,66.67,pending,2025-08-27
862,468,47,2025-07-29,100,Standard recommendation,100,0.5,66.67,expired,2025-09-20
863,469,3,2025-06-20,100,"Recommended based on low credit utilization, excellent payment history",100,0.1,100.0,declined,2025-10-30
864,469,13,2025-06-15,100,"Recommended based on low credit utilization, excellent payment history",100,0.1,100.0,declined,2025-10-11
865,469,5,2025-07-23,100,"Recommended based on low credit utilization, excellent payment history",100,0.1,100.0,accepted,2025-09-02
866,470,13,2025-07-27,100,"Recommended based on good credit score, stable income",100,0.507,90.91,accepted,2025-08-07
867,470,47,2025-07-15,100,"Recommended based on good credit score, stable income",100,0.507,90.91,accepted,2025-08-12
868,471,10,2025-06-10,90,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,accepted,2025-08-30
869,471,12,2025-06-27,100,"Recommended based on good credit score, low credit utilization",100,0.1,100.0,pending,2025-08-21
870,472,50,2025-07-18,100,Recommended based on low credit utilization,100,0.2016,83.33,expired,2025-09-18
871,472,23,2025-06-10,90,Recommended based on low credit utilization,100,0.2016,83.33,accepted,2025-08-27
872,472,8,2025-06-29,94,Recommended based on low credit utilization,100,0.2016,83.33,accepted,2025-08-24
873,473,20,2025-07-16,81,Standard recommendation,100,0.95,40.0,declined,2025-09-02
874,474,12,2025-07-14,100,"Recommended based on stable income, low credit utilization",100,0.0,70.0,expired,2025-08-17
875,474,23,2025-07-17,100,"Recommended based on stable income, low credit utilization",100,0.0,70.0,declined,2025-09-06
876,474,9,2025-06-25,97,"Recommended based on stable income, low credit utilization",100,0.0,70.0,declined,2025-10-13
877,475,11,2025-06-06,96,"Recommended based on excellent credit score, high income",100,0.0663,95.0,declined,2025-09-15
878,475,3,2025-06-27,100,"Recommended based on excellent credit score, high income",100,0.0663,95.0,declined,2025-09-16
879,475,22,2025-07-24,89,"Recommended based on excellent credit score, high income",100,0.0663,95.0,pending,2025-10-09
880,475,41,2025-06-24,100,"Recommended based on excellent credit score, high income",100,0.0663,95.0,declined,2025-09-09
881,476,13,2025-06-24,100,"Recommended based on excellent credit score, high income",100,0.2413,88.24,declined,2025-10-24
882,476,5,2025-06-18,100,"Recommended based on excellent credit score, high income",100,0.2413,88.24,declined,2025-10-25
883,477,38,2025-08-01,81,"Recommended based on good credit score, high income",100,0.3,100.0,pending,2025-08-21
884,477,40,2025-06-11,100,"Recommended based on good credit score, high income",100,0.3,100.0,accepted,2025-09-14
885,478,47,2025-06-29,100,Standard recommendation,100,0.3,66.67,declined,2025-10-01
886,478,3,2025-06-17,100,Standard recommendation,100,0.3,66.67,expired,2025-08-28
887,479,28,2025-07-06,88,"Recommended based on good credit score, low credit utilization",100,0.184,100.0,pending,2025-10-09
